{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.053258', 'ts': '2018-10-31 12:56:45.053248', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.053258', 'ts': '2018-10-31 12:56:45.053248', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0363772', 'ts': '2018-10-31 12:56:45.036364', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.038555', 'ts': '2018-10-31 12:56:45.038544', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0425432', 'ts': '2018-10-31 12:56:45.042531', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0363772', 'ts': '2018-10-31 12:56:45.036364', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.038555', 'ts': '2018-10-31 12:56:45.038544', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0425432', 'ts': '2018-10-31 12:56:45.042531', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.037437', 'ts': '2018-10-31 12:56:45.037425', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.038187', 'ts': '2018-10-31 12:56:45.038176', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0406', 'ts': '2018-10-31 12:56:45.040589', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.038555', 'ts': '2018-10-31 12:56:45.038544', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.038555', 'ts': '2018-10-31 12:56:45.038544', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.043742', 'ts': '2018-10-31 12:56:45.043732', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.053258', 'ts': '2018-10-31 12:56:45.053248', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.038187', 'ts': '2018-10-31 12:56:45.038176', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0406', 'ts': '2018-10-31 12:56:45.040589', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.053258', 'ts': '2018-10-31 12:56:45.053248', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.038555', 'ts': '2018-10-31 12:56:45.038544', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.038555', 'ts': '2018-10-31 12:56:45.038544', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0425432', 'ts': '2018-10-31 12:56:45.042531', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.037437', 'ts': '2018-10-31 12:56:45.037425', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0363772', 'ts': '2018-10-31 12:56:45.036364', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0425432', 'ts': '2018-10-31 12:56:45.042531', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.043742', 'ts': '2018-10-31 12:56:45.043732', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.048361', 'ts': '2018-10-31 12:56:45.048350', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0363772', 'ts': '2018-10-31 12:56:45.036364', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0406', 'ts': '2018-10-31 12:56:45.040589', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.038555', 'ts': '2018-10-31 12:56:45.038544', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.038187', 'ts': '2018-10-31 12:56:45.038176', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.048361', 'ts': '2018-10-31 12:56:45.048350', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.038187', 'ts': '2018-10-31 12:56:45.038176', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.048361', 'ts': '2018-10-31 12:56:45.048350', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.048361', 'ts': '2018-10-31 12:56:45.048350', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0406', 'ts': '2018-10-31 12:56:45.040589', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.053258', 'ts': '2018-10-31 12:56:45.053248', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0425432', 'ts': '2018-10-31 12:56:45.042531', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.037437', 'ts': '2018-10-31 12:56:45.037425', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0363772', 'ts': '2018-10-31 12:56:45.036364', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0406', 'ts': '2018-10-31 12:56:45.040589', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0425432', 'ts': '2018-10-31 12:56:45.042531', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0363772', 'ts': '2018-10-31 12:56:45.036364', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.037437', 'ts': '2018-10-31 12:56:45.037425', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0406', 'ts': '2018-10-31 12:56:45.040589', 'status': 'failed'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.0425432', 'ts': '2018-10-31 12:56:45.042531', 'status': 'success'}
{'customer': 'customer2', 'payment_id': 'customer2_40_40', 'transaction_id': 't_1540983405.048361', 'ts': '2018-10-31 12:56:45.048350', 'status': 'success'}
